metric,group,mean,ci95_low,ci95_high
runtime_s,auto_guarded_static,1.0112667177570451,1.0054659793773781,1.0169722193695299
runtime_s,auto_unguarded,1.0482642806018152,1.0422513200863066,1.0541785200781713
runtime_s,fixed_comp,1.2358316868931931,1.2288344575625607,1.2426277632200178
runtime_s,fixed_enum,1.8024396870554769,1.7895077151493601,1.8152439615931721
runtime_s,manual_carry,1.1099268853430986,1.103560221267854,1.1161890212592402
latency_ms,approx_first,1524.9390711192486,1519.633517723212,1530.1575177160335
latency_ms,calibrated_router,1842.4396870554765,1829.50771514936,1855.2439615931721
latency_ms,exact_first,1353.2520948256652,1346.1780236309492,1360.2100236213778
latency_ms,static_tw_threshold,1702.5181864406738,1689.1833721713479,1716.3565525776798
